id,lesson_id,icon,word,romaji,hiragana,sound_check,en,vi,zh,fr,de,hi,ind,it,ko,ms,pt,ru,es,th,tl,ar,pl,hr,nl,el,hu,sv,cs,ro,bg,da,tr,fi,sl,fa,bn,uk,am,km,si,zu,sw,lo,no
4264,109,Assets/Resources/Images/4264.png,マット,matto,,null,mat,thảm,垫子,tapis,matte,चटाई,tikar,stuoia,매트,tikar,esteira,мат,la alllfombrilla,เสื่อ,banig,حصيرة,mata,otirač,mat,χαλάκι,lábtörlő,matta,rohož,mat,подложка,måtte,mat,matto,mat,مات,মাদুর,мат,ማለፊያ,ខាត់,මැට්,mat,kitanda,mat,matte
4265,109,Assets/Resources/Images/4265.png,床運動,yuka undō,ゆか うんどう,null,floor exercises,thể dục trên nền không dùng dụng cụ,自由体操,exercices au sol,bodenübungen,मंजिल अभ्यास,latihan lantai,esercizi di piano,바닥 연습,latihan lantai,exercícios de chão,вольные упражнения,ejercicios del piso,การออกกำลังกายชั้น,ehersisyo sa sahig,تمارين الطابق,ćwiczenia podłogowe,podne vježbe,oefeningen op de grond,ασκήσεις δαπέδου,emeleti gyakorlatok,golvövningar,cvičení na podlaze,exerciții de podea,етажни упражнения,gulv øvelser,kat egzersizleri,lattiaharjoituksia,talne vaje,تمرینات کف,মেঝে ব্যায়াম,поверхові вправи,የወለል ስራዎች,លំហាត់ជាន់,බිම,umzimba,mazoezi ya sakafu,ອອກກໍາລັງກາຍຊັ້ນ,gulvøvelser
4266,109,Assets/Resources/Images/4266.png,リボン,ribon,,null,ribbon,dải ruy băng,带,ruban,band,फीता,pita,nastro,리본,riben,fita,лента,la cinta,ริบบิ้น,laso,شريط,faborek,vrpca,lint,ταινία,szalag,band,stuha,panglică,панделка,bånd,kurdele,nauha,trak,روبان,ফিতামত,стрічки,ሪባን,ខ្សែបូ,රිබන්,ibhoni,ribbon,ribbon,bånd
4267,109,Assets/Resources/Images/4267.png,側転,sokuten,そくてん,null,tumble,môn nhào lộn,表演杂技,chute,stürzen,गिरना,jatuh,caduta,공중제비,jatuh,cair,кувыркаться,la voltereta,เกลือกกลิ้ง,bumabagsak,تعثر,upadek,prevaliti,tuimelen,κατρακύλισμα,esés,tumla,pád,rostogoli,падам,tumle,takla,rojahtaa,prevrnejo,کشیدن,দড়াবাজি করা,падіння,ተሰብሯል,ធ្លាក់,කඩා වැටෙනවා,i-tumble,tumble,tumble,tørkes
4268,109,Assets/Resources/Images/4268.png,新体操,shintaisō,しんたいそう,null,rhythmic gymnastics,thể dục nhịp điệu,艺术体操,gymnastique rythmique,rhythmische gymnastik,लयबद्ध जिमनास्टिक,senam ritmik,ginnastica ritmica,리듬 체조,senam irama,ginástica rítmica,ритмическая гимнастика,la gimnasia rítmica,ยิมนาสติกลีลา,maindayog na himnastiko,الجمباز الايقاعي,rytmiczna gimnastyka,ritmička gimnastika,ritmische gymnastiek,ρυθμική γυμναστική,ritmikus gimnasztika,rytmisk gymnastik,rytmická gymnastika,gimnastică ritmică,художествена гимнастика,rytmisk gymnastik,ritmik jimnastik,rytminen voimistelu,ritmična gimnastika,ژیمناستیک ریتمیک,নাচুনে ব্যায়াম,ритмічна гімнастика,ዘጋቢ ጂምናስቲክ,gymnastics ចង្វាក់,රිද්මිකා ජිම්නාස්ටික්,ukuzivocavoca umzimba,gymnastics ya kimapenzi,gymnastics rhythmic,rytmisk gymnastikk
4269,109,Assets/Resources/Images/4269.png,鉄棒,tetsubō,てつぼう,null,horizontal bar,xà,单杠,barre horizontale,horizontale linie,क्षैतिज पट्टी,bilah horizontal,barra orizzontale,수평 막대,bar mendatar,barra horizontal,перекладина,la barra horizontal,แถบแนวนอน,pahalang bar,عارضة أفقية,poziomy pasek,vodoravna traka,horizontale balk,οριζόντια μπάρα,vízszintes sáv,horisontell stapel,hrazda,bara orizontala,хоризонтална лента,vandret stang,yatay çubuk,vaakasuora viiva,horizontalna vrstica,نوار افقی,অনুভূমিক বার,горизонтальний бар,አግድም አሞሌ,របារផ្ដេក,තිරස් තීරුව,ibha enezingqimba,bar ya usawa,ແຖບນອນ,horisontal bar
4270,109,Assets/Resources/Images/4270.png,平行棒,heikōbō,へいこうぼう,null,parallel bars,xà kép,双杠,barres parallèles,barren,समानांतर सलाखें,palang sejajar,barre parallele,수평 한 막대,bar selari,barras paralelas,параллельные брусья,las barras paralelas,บาร์คู่ขนาน,parallel bar,قضبان متوازية,poręcze równoległe,paralelne trake,evenwijdige staven,παράλληλοι ράβδοι,párhuzamos rudak,parallella stänger,paralelní pruhy,bare paralele,паралелни пръти,parallelle stænger,paralel çubuklar,nojapuut,vzporedne črte,میله های موازی,সমান্তরাল বার,паралельні смуги,ትይዩ መቁጠሪያዎች,ច្រកប៉ារ៉ាឡែល,සමාන බාර්,imigoqo efana,baa sambamba,ແຖບຂະຫນານ,parallelle barer
4271,109,Assets/Resources/Images/4271.png,鞍馬,anba,あんば,null,pommel horse,yên ngựa,鞍马,cheval d'arçons,pauschenpferd,पोम्मेल घोड़ा,memukul kuda,cavallo con maniglie,말의 말,kuda pommel,cavalo com alças,конский конь,el pomo de caballo,ม้าอานม้า,pommel horse,حصان الحلق,koń z łękami,konj s hvataljkama,paard voltappen,το άλογο,pommel ló,pommelhäst,kůň,un cal de pommel,кон на коня,pommel hest,kulplu beygir,hevonen,konj z drobovjem,اسب سواری,পেটা ঘোড়া,коні,pomel horse,pommel សេះ,අශ්වයෙක්,ihotela ihhashi,pumia farasi,pommel horse,pommel hest
4272,109,Assets/Resources/Images/4272.png,段違い平行棒,danchigai heikōbō,だんちがい へいこうぼう,null,asymmetric bars,xà kép lệch,高低杆,barres asymétriques,asymmetrische stäbe,असममित सलाखों,bilah asimetris,barre asimmetriche,비대칭 막대,bar asymmetric,barras assimétricas,асимметричные стержни,las barras asimétricas,แท่งไม่สมมาตร,walang simetrya na mga bar,قضبان غير متماثلة,pręty asymetryczne,asimetrične trake,asymmetrische balken,ασύμμετρες ράβδους,aszimmetrikus rudak,asymmetriska stänger,asymetrické tyče,barele asimetrice,асиметрични пръти,asymmetriske stænger,asimetrik çubuklar,epäsymmetriset palkit,asimetrične palice,میله های نامتقارن,অসীম বার,асиметричні бари,ተመጣጣኝ ያልሆኑ ቢላሞች,របារ asymmetric,අසමමිතික බාර්,imigoqo engavamile,safu zisizo na kipimo,ແຖບບໍ່ສົມດຸນ,asymmetriske barer
4273,109,Assets/Resources/Images/4273.png,吊り輪,tsuriwa,つりわ,null,rings,(thể dục) vòng,吊环,anneaux,ringe,के छल्ले,berdering,anelli,반지,cincin,argolas,кольца,el cuadrilatero,แหวน,singsing,خواتم,pierścienie,prstenovi,ringen,δακτυλίους,gyűrűk,ringar,prsteny,inele,пръстени,ringe,halkalar,renkaat,obroči,حلقه,রিং,кільця,ቀለበቶች,ចិញ្ចៀន,වළලු,izindandatho,pete,ແຫວນ,ringer
4274,109,Assets/Resources/Images/4274.png,表彰台,hyōshō dai,ひょうしょう だい,null,podium,bục chiến thắng,领奖台,podium,podium,मंच,mimbar,podio,지휘대,podium,pódio,подиум,el podio,แท่น,plataporma,منصة,podium,podijum,podium,εξέδρα,pódium,podium,pódium,podium,подиум,podiet,podyum,koroke,podij,پدیوم,মঁচ,подіум,መድረክ,វេទិកា,වේදිකාවකි,i-podium,podium,podium,podium
4275,109,Assets/Resources/Images/4275.png,メダル,medaru,,null,medals,huy chương,奖牌,médailles,medaillen,पदक,medali,medaglie,메달,pingat,medalhas,медали,la medalla,เหรียญ,medalya,ميداليات,medale,medalje,medailles,μετάλλια,érmek,medaljer,medaile,medalii,медали,medaljer,madalya,mitalit,medalje,مدالها,পদক,медалей,ሜዳሊያዎች,មេដាយ,පදක්කම්,izindondo,medali,medals,medaljer
4276,109,Assets/Resources/Images/4276.png,金,kin,きん,null,gold,huy chương vàng,金牌,or,gold,सोना,emas,oro,금,emas,ouro,золото,oro,ทอง,ginto,ذهب,złoto,zlato,goud,χρυσός,arany,guld-,zlato,aur,злато,guld,altın,kulta-,zlato,طلا,স্বর্ণ,золото,ወርቅ,មាស,රන්,igolide,dhahabu,ທອງຄໍາ,gull
4277,109,Assets/Resources/Images/4277.png,銀,gin,ぎん,null,silver,huy chương bạc,银牌,argent,silber-,चांदी,perak,argento,은,perak,prata,серебряный,la plata,เงิน,pilak,فضة,srebro,srebro,zilver,ασήμι,ezüst,silver-,stříbrný,argint,сребърен,sølv,gümüş,hopea,srebro,نقره,রূপা,срібло,ብር,ប្រាក់,රිදී,isiliva,fedha,ເງິນ,sølv
4278,109,Assets/Resources/Images/4278.png,銅,dō,どう,null,bronze,huy chương đồng,铜牌,bronze,bronze-,पीतल,perunggu,bronzo,청동,gangsa,bronze,бронза,bronce,บรอนซ์,tanso,برونز,brązowy,bronza,bronzen,μπρούντζος,bronz,brons,bronz,bronz,бронз,bronze,bronz,pronssi,bron,برنز,ব্রোঞ্জ,бронза,ነሐስ,លង្ហិន,ලෝකඩ,ithusi,shaba,bronze,bronse
4279,110,Assets/Resources/Images/4279.png,相手,aite,あいて,null,opponent,đối thủ,对手,adversaire,gegner,प्रतिद्वंद्वी,lawan,avversario,상대,lawan,oponente,противник,el adversario,คู่แข่ง,kalaban,الخصم,przeciwnik,protivnik,tegenstander,αντίπαλος,ellenfél,motståndare,soupeře,adversar,опонент,modstander,karşı taraf,vastustaja,nasprotnik,حریف,প্রতিদ্বন্দ্বী,супротивника,ተቃዋሚ,គូប្រជែង,ප්රතිවාදියා,umphikisi,mpinzani,opponent,motstander
4280,110,Assets/Resources/Images/4280.png,ミット,mitto,,null,glove,găng tay,拳套,gant,handschuh,दस्ताना,sarung tangan,guanto,장갑,sarung tangan,luva,перчатка,el guante,ถุงมือ,guwantes,قفاز,rękawica,rukavica,handschoen,γάντι,kesztyű,handske,rukavice,mănușă,ръкавица,handske,eldiven,käsine,rokavice,دستکش,দস্তানা,рукавичка,ጓንት,ស្រោមដៃ,අත්වැස්ම,iglavu,glove,glove,hanske
4281,110,Assets/Resources/Images/4281.png,ヘッドガード,heddogādo,,null,guard,mũ bảo vệ đầu,防护罩,garde,bewachen,रक्षक,menjaga,guardia,가드,pengawal,guarda,охрана,la guardia,ยาม,bantay,حارس,strzec,straža,bewaker,φρουρά,őr,vakt,stráž,pază,охрана,vagt,bekçi,vartija,stražar,نگهبان,পাহারা,охоронець,ጠባቂ,យាម,ආරක්ෂකයෙක්,qapha,kulinda,guard,vakt
4282,110,Assets/Resources/Images/4282.png,帯,obi,おび,null,belt,thắt lưng,带,ceinture,gürtel,बेल्ट,sabuk,cintura,벨트,tali pinggang,cinto,ремень,el cinturón,เข็มขัด,sinturon,حزام,pas,pojas,riem,ζώνη,öv,bälte,pás,curea,колан,bælte,kemer,vyö,pasu,کمربند,বেল্ট,пояса,ቀበቶ,ខ្សែក្រវ៉ាត់,පටි,ibhande,ukanda,ສາຍແອວ,belte
4283,110,Assets/Resources/Images/4283.png,空手,karate,からて,null,karate,karate,空手道,karaté,karate,कराटे,karate,karatè,카라테,karate,karatê,каратэ,kárate,คาราเต้,karate,الكاراتيه,karate,karate,karate,καρατέ,karate,karate,karate,karate,карате,karate,karate,karate,karate,کاراته,কারাতে,карате,ካራቴ,ការ៉ាតេ,කරාටේය,i-karate,karate,karate,karate
4284,110,Assets/Resources/Images/4284.png,柔道,jūdō,じゅうどう,null,judo,judo,柔道,judo,judo,जूदो,judo,judo,유도,judo,judo,дзюдо,judo,ยูโด,judo,الجودو,dżudo,džudo,judo,είδος πολεμικής τέχνης,cselgáncs,judo,džudo,jiu-jitsu,джудо,judo,judo,judo,judo,جودو,জুডো,дзюдо,judo,យូដូ,ජූඩෝ,judo,judo,judo,judo
4285,110,Assets/Resources/Images/4285.png,カンフー,kanfū,,null,kung fu,kung fu,功夫,kung fu,kung fu,कुंग फू,kung fu,kung fu,쿵푸,kung fu,kung fu,кунг фу,kung fu,กังฟู,kung fu,رياضة الكونج فو,kung fu,kung fu,kung fu,κουνγκ φου,kung fu,kung fu,kung fu,kung fu,кунг фу,kung fu,kung fu,kung fu,kung fu,کونگ فو,কুং ফু,кунг-фу,የኩንግ ፉ,កុង​ហ្វូ,කුන්ග් ෆූ,kung fu,kung fu,kung fu,kung fu
4286,110,Assets/Resources/Images/4286.png,テコンドー,tekondō,,null,tae-kwon-do,tae-kwon-do,跆拳道,tae-kwon-do,tae-kwon-do,ताय-kwon,taekwondo,tae-kwon-do,태권도,tae-kwon-do,tae-kwon-do,тхэквондо,tae-kwon-do,แทควันโดทำ,tae-kwon-do,تاي كوون دو,tae-kwon-do,tae-kwon-do,tae-kwon-do,ταε κβον ντο,tae-kwon-do,tae-kwon-do,tae-kwon-do,tae-kwon-do,таекуондо,tae-kwon-do,tekvando,tae-kwon-do,tae-kwon-do,tae kwon-do,তাই-kwon করণীয়,тае-квондо,ቴዌን-ኪን-ዶ,តៃ -kwon-do,tae-kwon-do,thola-kwon-do,tae-kwon-do,tae-kwon-do,tae-kwon-do
4287,110,Assets/Resources/Images/4287.png,合気道,aikidō,あいきどう,null,aikido,aikido,合气道,aïkido,aikido,एकिडो,aikido,aikido,합기도,aikido,aikido,айкидо,aikido,ไอคิโด,aikido,أيكيدو,aikido,aikido,aikido,αϊκίντο,aikido,aikido,aikido,aikido,айкидо,aikido,japon güreşi,aikido,aikido,آیکیدو,আইকিডো,айкідо,aikido,aikido,aikido,aikido,aikido,aikido,aikido
4288,110,Assets/Resources/Images/4288.png,竹刀,shinai,しない,null,sword,kiếm gỗ,剑,épée,schwert,तलवार,pedang,spada,검,pedang,espada,меч,la espada,ดาบ,tabak,سيف,miecz,mač,zwaard,σπαθί,kard,svärd,meč,sabie,меч,sværd,kılıç,miekka,meč,شمشیر,তরবারি,меч,ሰይፍ,ដាវ,කඩුව,inkemba,upanga,ດາບ,sverd
4289,110,Assets/Resources/Images/4289.png,剣道,kendō,けんどう,null,kendo,kendo,剑道,kendo,kendo,केन्डो,kendo,kendo,검도,kendo,kendo,кендо,kendo,เคนโด้,kendo,كندو,kendo,kendo,kendo,kendo,kendo,kendo,kendo,kendo,кендо,kendo,kendo,kendo,kendo,کاندو,kendo,kendo,ኪደን,kendo,කෙන්ඩා,kendo,kendo,kendo,kendo
4290,110,Assets/Resources/Images/4290.png,面,men,めん,null,mask,mặt nạ,跆拳道护头,masque,maske,मुखौटा,topeng,maschera,마스크,topeng,mascarar,маскировать,la máscara,หน้ากาก,maskara,قناع,maska,maska,masker,μάσκα,maszk,mask,maska,masca,маска,maske,maskelemek,naamio,masko,ماسک,মাস্ক,маску,ጭንብል,របាំង,මැස්සා,mask,mask,ຫນ້າ​ກາກ,maske
4291,110,Assets/Resources/Images/4291.png,キックボクシング,kikkubokushingu,,null,kickboxing,đấm bốc thái,跆拳道,kickboxing,kickboxen,किकबॉक्सिंग,kickboxing,kickboxing,킥복싱,kickboxing,kickboxing,кикбоксинг,el kickboxing,คิกบ็อกซิ่ง,kickboxing,الكيك بوكسينغ,kickboxing,kickboxingu,kickboksen,kickboxing,kick-box,kickboxning,kickboxování,kickboxing,кикбокс,kickboxing,kickboks,potkunyrkkeily,kickboxing,کیک بوکسینگ,কিকবক্সিং,кікбоксинг,የኪስ ቦክስ,ប្រដាល់សេរី,මිනිහෝ,ibhola lokukhahlela,kickboxing,kickboxing,kickboksing
4292,110,Assets/Resources/Images/4292.png,レスリング,resuringu,,null,wrestling,đấu vật,摔跤,lutte,ringen,कुश्ती,gulat,lotta,레슬링,gusti,luta livre,борьба,la lucha libre,มวยปล้ำ,pakikipagbuno,مصارعة,zapasy,rvanje,het worstelen,πάλη,birkózás,brottning,zápas,lupte libere,борба,brydning,güreş,paini,rokoborba,کشتی,দঙ্গল,боротьба,ትግል,ចំបាប់,පොරබැදීම,ukulwa,kupigana,wrestling,bryting
4293,110,Assets/Resources/Images/4293.png,ボクシング,bokushingu,,null,boxing,quyền anh,拳术,boxe,boxen,मुक्केबाज़ी,tinju,boxe,권투,tinju,boxe,заниматься боксом,el boxeo,มวย,boksing,ملاكمة,boks,boks,boksen,πυγμαχία,dobozolás,boxning,box,box,бокс,boksning,boks,nyrkkeily,boks,مشت زنی,বক্সিং,бокс,ቦክስ,ប្រដាល់,බොක්සිං,ibhokisi,ndondi,ມວຍ,boksing
4294,110,Assets/Resources/Images/4294.png,袈裟固め,kesagatame,けさがため,null,fall,vật ngã,跌,tomber,fallen,गिरना,jatuh,autunno,가을,jatuh,outono,падать,caer,ตก,mahulog,خريف,spadek,pad,vallen,πτώση,esik,falla,podzim,cădea,падане,efterår,düşmek,pudota,padec,سقوط,পড়া,падіння,ሞልቷል,ធ្លាក់,වැටෙනවා,ukuwa,kuanguka,ຕົກລົງ,falle
4298,110,Assets/Resources/Images/4298.png,蹴り,keri,けり,null,kick,đá,踢,donner un coup,kick,लात,tendangan,calcio,발 차기,tendangan,pontapé,удар,patear,เตะ,sipa,ركلة,kopnięcie,udarac,trap,λάκτισμα,rúgás,sparka,kop,lovitură,удар,sparke,tekme,potkia,udarca,ضربه زدن,পদাঘাত,удар,እግር,ទាត់,පොල්ලක්,ukukhahlela,kick,ເຕະ,sparke
4299,110,Assets/Resources/Images/4299.png,突き,tsuki,つき,null,punch,cú đấm,拳打,coup de poing,schlagen,पंच,meninju,punch,펀치,menumbuk,soco,перфоратор,el puñetazo,หมัด,sumuntok,لكمة,stempel,bušiti,stempel,γροθιά,puncs,stansa,rána pěstí,lovi cu pumnul,удар,patrice,yumruk,booli,udarec,پانچ,মুষ্ট্যাঘাত,удар,ቡጢ,កណ្តាប់ដៃ,පන්ච්,i-punch,ngumi,punch,punsj
4301,110,Assets/Resources/Images/4301.png,飛び蹴り,tobi geri,とびげり,null,jump,nhảy,跳,saut,springen,छलांग,melompat,saltare,도약,melompat,saltar,прыгать,saltar,กระโดด,tumalon,قفز,skok,skok,springen,άλμα,ugrás,hoppa,skok,a sari,скок,hoppe,atlama,hypätä,skok,پرش,ঝাঁপ,стрибати,ዝለለ,លោត,පැනීම,gxuma,rukia,ເຕັ້ນໄປຫາ,hoppe
4302,110,Assets/Resources/Images/4302.png,受け,uke,うけ,null,block,chặn,拦截,bloc,block,खंड,blok,bloccare,블록,blok,quadra,блок,bloquear,กลุ่ม,harangan,منع,blok,blok,blok,οικοδομικο τετραγωνο,blokk,blockera,blok,bloc,блок,blok,blok,lohko,blok,مسدود کردن,বাধা,блок,አግድ,ប្លុក,බ්ලොක් එකක්,vimba,kuzuia,ຕັນ,blokkere
4303,110,Assets/Resources/Images/4303.png,手刀打ち,shutō uchi,しゅとう うち,null,chop,chặt,劈,hacher,hacken,काटना,memotong,tritare,촙,memotong,costeleta,нарубить,cortar,สับ,tumaga,يقطع,posiekać,isjeckati,karbonade,μπριζόλα,szelet,hacka,kotleta,a toca,котлет,hugge,pirzola,pilkkoa,sekanje,تکه کردن,চপ,нарізати,ጨርቅ,chop,චොප්සි,nquma,kula,chop,hugge
4304,110,Assets/Resources/Images/4304.png,リング,ringu,,null,boxing ring,vòng đấm bốc,拳击台,ring de boxe,boxring,बॉक्सिंग रिंग,ring tinju,ring per il pugilato,권투 반지,cincin tinju,ringue de boxe,ринг,el cuadrilátero,เวทีมวย,boxing ring,حلقة الملاكمة,ring bokserski,boksački ring,boksring,πυγμαχία δαχτυλίδι,boksz gyűrű,boxnings ring,boxovací ring,ring de box,боксов ринг,boksering,boks halkası,nyrkkeilykehä,boksarski ring,رینگ بوکس,ঘুষাঘুসির রিং,боксерський ринг,የቦክስ ቀለበት,ring ប្រដាល់,බොක්සිං වළල්ල,ibhokisi lebhokisi,pete ya ndondi,ວົງມວຍ,bokse ring
4308,110,Assets/Resources/Images/4308.png,試合,shiai,しあい,null,bout,lượt thi đấu,拳击比赛,combat,kampf,बार,pertandingan,incontro,합,pertarungan,ataque,бой,el combate,การแข่งขัน,labanan,نوبة,atak,nastup,aanval,πάλη,küzdelem,anfall,zápas,rând,пристъп,bout,müddet,ottelu,bor,مبارزه,উপলক্ষ,бою,ጉልበት,bout,ඕවරය,okuphelile,bout,bout,bout
4309,110,Assets/Resources/Images/4309.png,練習試合,renshū-jiai,れんしゅうじあい,null,sparring,người tập luyện cùng,陪练,sparring,sparring,बहस,perdebatan,sparring,스파링,sparring,sparring,спарринг,el sparring,เสากระโดงเรือ,sparring,السجال,sparing,boksovanje,sparring,πυγμαχία,edző mérkőzés,sparring,sparing,sparring,спаринг,sparring,fikir tartışması,sparraus,sparing,اسپارینگ,বিবাদ,спаринг,ድብድብ,sparring,ස්පින්ජිං,ukuphambana,kupungua,sparring,sparring
4311,110,Assets/Resources/Images/4311.png,ノックアウト,nokku auto,,null,knock out,knock out,击败,assommer,schlagen,नॉक आउट,mengalahkan,tramortire,녹아웃하다,ketuk,nocaute,нокаут,noquear,น็อกคู่ต่อสู้,magpatumba,ضرب,nokaut,nokautirati,knock out,ρίχνω αναίσθητο,ki ütni,slå ut,knock out,făcut praf,нокаут,slå ud,nakavt,tyrmäys,knock out,ناک اوت,আউট হত্তয়া,вибити,በዝረራ መጣል,វាយ​ឱ្យ​សន្លប់,නොකවුට්,knoya ngaphandle,kubisha nje,ລົບອອກ,slå ut
4312,110,Assets/Resources/Images/4312.png,パンチバッグ,panchi baggu,,null,punch bag,túi đấm,拳击梨球,sac de boxe,sandsack,पंच बैग,tas pukulan,sacco da pugno,샌드백,beg menumbuk,saco de boxe,груша,la bolsa de golpear,กระสอบทราย,punch bag,كيس لكمة,worek treningowy,torba za bušenje,bokszak,σάκος του μποξ,boxzsák,slagpåse,boxovací pytel,sac de lovit,чувал,punch taske,yumruk torbası,nyrkkeilysäkki,vreča,کیسه پانچ,মুষ্ট্যাঘাত ব্যাগ,мішок,ፓራካክ ቦርሳ,ថង់កណ្តាប់ដៃ,පන්ච් බෑගය,isikhwama se-punch,punch mfuko,ກະເປົ໋າ punch,slåsekk
4313,110,Assets/Resources/Images/4313.png,黒帯,kuro obi,くろ おび,null,black belt,đai đen,黑带,ceinture noire,schwarzer gürtel,ब्लैक बेल्ट,sabuk hitam,cintura nera,블랙 벨트,tali pinggang hitam,cinto preto,черный пояс,la cinta negra,เข็มขัดสีดำ,itim na sinturon,حزام أسود,czarny pas,crni pojas,zwarte riem,μαύρη ζώνη,fekete öv,svart bälte,černý pásek,centura neagra,черен колан,sort bælte,siyah kemer,musta vyö,črni pas,کمربند سیاه,ব্ল্যাক বেল্ট,чорний пояс,ጥቁር ቀበቶ,ខ្សែក្រវាត់​ខ្មៅ,කළු පටිය,ibhande elimnyama,mkanda mweusi,ສາຍແອວສີດໍາ,svart belte
4314,110,Assets/Resources/Images/4314.png,護身,goshin,ごしん,null,self defense,sự tự vệ,自卫,auto défense,selbstverteidigung,आत्मरक्षा,pertahanan diri,difesa personale,자기 방어,pertahanan diri,defesa pessoal,самооборона,autodefensa,การป้องกันตัวเอง,pagtatanggol sa sarili,دفاع عن النفس,samoobrona,samoobrana,zelfverdediging,αυτοάμυνα,önvédelem,självförsvar,sebeobrana,auto-aparare,самозащита,selvforsvar,kendini savunma,itsepuolustus,samoobramba,دفاع شخصی,স্ব প্রতিরক্ষা,самооборона,ራስን መከላከል,ការពារ​ខ្លួន,ස්වයං ආරක්ෂාව,ukuzivikela,kujitetea mwenyewe,ປ້ອງກັນຕົນເອງ,selvforsvar
4315,110,Assets/Resources/Images/4315.png,武道,budō,ぶどう,null,martial arts,võ đạo,武术,arts martiaux,kampfkunst,मार्शल आर्ट,seni bela diri,arti marziali,무술,seni mempertahankan diri,artes marciais,боевые искусства,artes marciales,ศิลปะการต่อสู้,sining sa pagtatanggol,الفنون العسكرية,sztuki walki,borilačke vještine,vechtsporten,πολεμικές τέχνες,küzdősportok,kampsport,bojová umění,arte martiale,бойни изкуства,kampsport,dövüş sanatları,itsepuolustuslajit,borilne veščine,هنرهای رزمی,কারাতে,бойові мистецтва,ማርሻል አርት,សិល្បៈក្បាច់គុន,සටන් කලා,umbukiso wezokulwa,martial arts,ສິນ​ລະ​ປະ​ການ​ຕໍ່​ສູ້,Kampsport
4317,110,Assets/Resources/Images/4317.png,相撲,sumō,すもう,null,sumo wrestling,vật sumo,相扑,sumo,sumoringen,सूमो कुश्ती,gulat sumo,sumo wrestling,스모 레슬링,gusti sumo,luta de sumô,борьба сумо,la lucha de sumo,มวยปล้ำซูโม่,sumo wrestling,مصارعة السومو,zapasy sumo,sumo hrvanje,sumo worstelen,αγώνα σούμο,szumó birkózás,sumobrottning,zápas sumo,sumo wrestling,борба сумо,sumo wrestling,sumo güreşi,sumo paini,sumo rokoborba,کشتی سومو,sumo কুস্তি,боротьба сумо,የሱሞ ትግል,ចំបាប់សូមូ,සුමෝ මල්ලවපොරක්,sumo wrestling,sumo wrestling,sumo wrestling,Sumo bryting
4318,110,Assets/Resources/Images/4318.png,太極拳,taikyokuken,たいきょくけん,null,tai-chi,võ thái cực quyền,太极,taï chi,tai-chi,ताई ची,tai chi,tai chi,태극권,tai chi,tai-chi,тай-чи,tai chi,ไทเก็ก,tai-chi,تاي تشي,tai-chi,tai-chi,tai-chi,tai chi,tai-chi,tai-chi,tai chi,tai-chi,тай чи,tai chi,tai chi,taiji,tai-chi,تایچی,tai-chi,тай-чі,tai-chi,តៃ​ជី,තායි-චී,tai-chi,tai chi,tai-chi,tai-chi
4320,111,Assets/Resources/Images/4320.png,ゴーグル,gōguru,,null,goggles,kính bơi,泳镜,des lunettes de protection,brille,काले चश्मे,kacamata,occhiali,고글,kacamata,óculos,очки защитные,gafas,แว่นตา,salaming pandagat,نظارات واقية,okulary ochronne,zaštitne naočale,stofbril,μεγάλα ματογυαλιά,védőszemüveg,glasögon,ochranné brýle,ochelari de protecţie,очила,beskyttelsesbriller,gözlük,suojalasit,očala,عینک آفتابی,রক্ষাকর চশমাবিশেষ,захисні окуляри,መነጽር,វ៉ែនតា,කණ්නාඩි,izigqoko,magogo,ແວ່ນຕາ,beskyttelsesbriller
4321,111,Assets/Resources/Images/4321.png,鼻栓,hana sen,はな せん,null,nose clip,kẹp mũi,鼻夹,pince-nez,nasenklammer,नाक की क्लिप,klip hidung,clip del naso,코 클립,klip hidung,clipe de nariz,зажим для носа,pinza nasal,คลิปจมูก,clip ng ilong,قصاصة الانف,klamerka do nosa,isječak za nos,neusklem,μύτη κλιπ,orrcsipesz,näsklämma,nosní spona,nas clip,клипс за нос,næse clips,burun klipsi,nenäliitin,nosno sponko,کلیپ بینی,নাক ক্লিপ,нос кліп,የአፍንጫ ቅንጥብ,ច្រមុះច្រមុះ,නාසය කපනය,isiqeshana sekhala,kipande cha pua,nose clip,neseklipp
4323,111,Assets/Resources/Images/4323.png,水着,mizugi,みずぎ,null,swimsuit,đồ bơi,泳装,maillot de bain,badeanzug,स्विमिंग सूट,baju renang,costume da bagno,수영복,baju renang,roupa de banho,купальник,el traje de baño,ชุดว่ายน้ำ,swimsuit,ملابس السباحة,kostium kąpielowy,kupaći kostim,zwempak,μαγιό,fürdőruha,baddräkt,plavky,costum de baie,бански костюм,badedragt,mayo,uimapuku,kopalke,لباس شنا,সাঁতারের পোষাক,купальник,የውሻ ልብስ,ឈុត​ហែលទឹក,පිහිනුම් තටාකය,i-swimsuit,swimsuit,swimsuit,badedrakt
